title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,area_sqft,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet,available_year,available_month,available_day,price_per_sqm,amenities_count,total_rooms,price_per_bedroom,price_per_bathroom,area_per_bedroom,area_per_bathroom,amenities_per_room
Villa sea view | 0%dp over 10years in ras elhekma!,45000000,4,True,5,420,Villa,2026-06-22,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",4521,North Coast,Azha North,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,107142.85714285714,9,9,11250000.0,9000000.0,105.0,84.0,1.0
LAST LARGE LUXURY 1 BED SEAVIEW OVER 8 YEARS !!!!!,9000000,1,True,2,90,Chalet,2026-06-22,"Al Masyaf, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",969,North Coast,Al Masyaf,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,100000.0,9,3,9000000.0,4500000.0,90.0,45.0,3.0
LAST LUXURY LARGE VILLA OVER 10 Y | IN RAS ELHEKMA,30000000,4,True,5,450,Villa,2026-06-22,"Al Masyaf, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, View of Landmark",4844,North Coast,Al Masyaf,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, View of Landmark","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'View Of Landmark']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2026,6,22,66666.66666666667,9,9,7500000.0,6000000.0,112.5,90.0,1.0
LAST LARGE LUXURY 2 BED SEAVIEW OVER 8 YEARS !!!!!,12000000,2,True,3,125,Chalet,2026-06-22,"Al Masyaf, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1345,North Coast,Al Masyaf,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,96000.0,9,5,6000000.0,4000000.0,62.5,41.666666666666664,1.8
Duplex sea view | 0%dp over10 years in ras elhekma,22000000,3,True,4,195,Duplex,2026-06-22,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2099,North Coast,Azha North,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,112820.51282051283,9,7,7333333.333333333,5500000.0,65.0,48.75,1.2857142857142858
Villa sea view | 0%dp over 10years in ras elhekma!,33000000,3,True,4,350,Townhouse,2026-06-22,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, Study, View of Water, Security",3767,North Coast,Azha North,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,2026,6,22,94285.71428571429,9,7,11000000.0,8250000.0,116.66666666666667,87.5,1.2857142857142858
Chalet sea view | 0%dp over 10years in raselhekma!,12800000,2,True,3,130,Chalet,2026-06-22,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, View of Water, View of Landmark",1399,North Coast,Azha North,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, View of Water, View of Landmark","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'View Of Water', 'View Of Landmark']",1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,2026,6,22,98461.53846153847,9,5,6400000.0,4266666.666666667,65.0,43.333333333333336,1.8
LAST LUXURY LARGE VILLA OVER 10 Y | IN RAS ELHEKMA,28000000,3,True,4,350,Twin House,2026-06-22,"Al Masyaf, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",3767,North Coast,Al Masyaf,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,80000.0,9,7,9333333.333333334,7000000.0,116.66666666666667,87.5,1.2857142857142858
Chalet sea view | 0%dp over 10years in raselhekma!,14800000,3,True,4,160,Chalet,2026-06-22,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, View of Water, Security",1722,North Coast,Azha North,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, View of Water, Security","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'View Of Water', 'Security']",1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2026,6,22,92500.0,9,7,4933333.333333333,3700000.0,53.333333333333336,40.0,1.2857142857142858
LAST LARGE LUXURY 3 BED SEAVIEW OVER 8 YEARS !!!!!,18000000,3,True,4,145,Chalet,2026-06-22,"Al Masyaf, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1561,North Coast,Al Masyaf,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,124137.93103448275,9,7,6000000.0,4500000.0,48.333333333333336,36.25,1.2857142857142858
Villa sea view | 0%dp over 10years in ras elhekma!,33000000,3,True,4,350,Twin House,2026-06-22,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",3767,North Coast,Azha North,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,94285.71428571429,9,7,11000000.0,8250000.0,116.66666666666667,87.5,1.2857142857142858
Luxury 3BR Apt with Private Roof in Palm Hills,17000000,3,True,3,210,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2260,Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,80952.38095238095,9,6,5666666.666666667,5666666.666666667,70.0,70.0,1.5
APARTMENT LAKE VIEW FOR SALE IN NEW LAUNCH WITH 5%,8000000,3,True,3,140,Apartment,2026-06-22,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1507,Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,57142.857142857145,10,6,2666666.6666666665,2666666.6666666665,46.666666666666664,46.666666666666664,1.6666666666666667
FINISHED APARTMENT FOR SALE IN PALM HILLS OVER 5 Y,14000000,3,True,3,152,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1636,Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,92105.26315789473,9,6,4666666.666666667,4666666.666666667,50.666666666666664,50.666666666666664,1.5
FINISHED APARTMENT FOR SALE OVER 5 YEARS,9000000,2,True,2,114,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1227,Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,78947.36842105263,9,4,4500000.0,4500000.0,57.0,57.0,2.25
LUXURY PENTHOUSE FOR SALE IN NEW LAUNCH OVER 14 Y,14000000,4,True,3,180,Penthouse,2026-06-22,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study, View of Water",1938,Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Study', 'View Of Water']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,2026,6,22,77777.77777777778,10,7,3500000.0,4666666.666666667,45.0,60.0,1.4285714285714286
APARTMENT FOR SALE IN NEW LAUNCH OVER 14 YEARS,5000000,1,True,1,70,Apartment,2026-06-22,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",753,Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,71428.57142857143,10,2,5000000.0,5000000.0,70.0,70.0,5.0
IVILLA FOR SALE GREENERY VIEW WITH 5% DP NEW PHASE,16000000,4,True,3,200,Ivilla,2026-06-22,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",2153,Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,2026,6,22,80000.0,10,7,4000000.0,5333333.333333333,50.0,66.66666666666667,1.4285714285714286
FINISHED APARTMENT FOR SALE OVER 5 YEARS,11200000,2,True,2,131,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1410,Cairo,Palm Hills New Cairo,Unfurnished,"Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,85496.18320610687,9,4,5600000.0,5600000.0,65.5,65.5,2.25
UNDER MARKET PRICE - NEW LAUNCH APARTMENT FOR SALE,6900000,2,True,2,110,Apartment,2026-06-22,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1184,Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,62727.27272727273,10,4,3450000.0,3450000.0,55.0,55.0,2.5
FINISHED APARTMENT FOR SALE WITH PRIVATE GARDEN,10000000,2,True,2,131,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Security",1410,Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Security","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Security']",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2026,6,22,76335.87786259541,9,4,5000000.0,5000000.0,65.5,65.5,2.25
OVER 12 Y APARTMENT WITH LARGE GARDEN FOR SALE,13000000,3,True,3,162,Apartment,2026-06-22,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",1744,Giza,Badya Palm Hills,Unknown,"Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,2026,6,22,80246.91358024691,10,6,4333333.333333333,4333333.333333333,54.0,54.0,1.6666666666666667
IN OWEST WITH 5% DP APARTMENT FOR SALE IN OCTOBER,16000000,3,True,3,140,Apartment,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1507,Giza,O West,Unfurnished,"Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,114285.71428571429,9,6,5333333.333333333,5333333.333333333,46.666666666666664,46.666666666666664,1.5
OVER 10 Y DELIVERY NOW FINISHED CHALET SEA VIEW,42000000,4,True,4,175,Chalet,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1884,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,240000.0,9,8,10500000.0,10500000.0,43.75,43.75,1.125
DELIVERY NOW FINISHED CHALET SEA VIEW FOR SALE,25000000,2,True,2,102,Chalet,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1098,North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,245098.03921568627,9,4,12500000.0,12500000.0,51.0,51.0,2.25
WITH LOWEST DP FINISHED APARTMENT FOR SALE WITH 3%,16000000,4,True,3,172,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1851,Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,22,93023.25581395348,9,7,4000000.0,5333333.333333333,43.0,57.333333333333336,1.2857142857142858
FINISHED APARTMENT FOR SALE WITH 5% DP IN OWEST,13000000,2,True,2,110,Apartment,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1184,Giza,O West,Unfurnished,"Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,22,118181.81818181818,9,4,6500000.0,6500000.0,55.0,55.0,2.25
