title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet
HOT DEAL Twin Villa 5BD+Nanny Resale Ready to Move,21500000,5,True,5,3854144,Twin House,2026-06-14,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",Cairo,Palm Hills New Cairo,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
HOT DEAL Modern Twin Villa 285 sqm Ready to Move,19700000,4,True,4,2853068,Twin House,2026-06-15,"La Vista City, New Capital Compounds, New Capital City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",Cairo,La Vista City,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
LOWEST PRICE Mivida Crescent 234m Prime Location,27000000,3,True,2,2342519,Apartment,2026-06-15,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Maids Room, Security",Cairo,Mivida,Unfurnished,"Balcony, Maids Room, Security","['Balcony', 'Maids Room', 'Security']",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
HOT DEAL Mivida Apartment 137m +G 1st Use Finished,15500000,2,False,2,1371475,Apartment,2026-06-16,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Private Garden, Security",Cairo,Mivida,Unfurnished,"Private Garden, Security","['Private Garden', 'Security']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
LOWEST PRICE 143m Finished 1st Use Prime Location,16000000,2,False,2,1431539,Apartment,2026-06-16,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Security",Cairo,Mivida,Unfurnished,"Balcony, Security","['Balcony', 'Security']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HOT DEAL Mivida Twin Villa 320m Ready to Move,36000000,3,True,3,3203444,Twin House,2026-06-16,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",Cairo,Mivida,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Mivida Hot Deal 4 Bedrooms Open View on Landscape,47500000,4,True,3,2532723,Villa,2026-06-16,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",Cairo,Mivida,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Hot Price Standalone 356m BUA Prime View in Mivida,56700000,4,True,4,3563832,Villa,2026-06-16,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",Cairo,Mivida,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1St Row Lagoon Chalet For Sale Finished Offer 5%DP,14700000,3,True,3,90969,Chalet,2026-06-18,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Silver Sands,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Launch Price Finished 1st Row Sea View 5%D.P,13000000,2,True,3,1201292,Chalet,2026-06-16,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
BEST OPPORTUNITY FOR INVESTMENT BY ORASCOM - 0% DP,14800000,3,True,3,1141227,Apartment,2026-06-17,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Red Sea,Mangroovy Residence,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
OWN VILLA STEPS TO THE SEA FULLY FINISHED ON 10YRS,40000000,4,True,4,2602799,Villa,2026-06-17,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Almaza Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Ready to move Corner Townhouse O West lowest price,16123500,3,True,3,1952099,Townhouse,2026-06-17,"O West, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Giza,O West,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
Fully Finished 2BR Apartment in Village West,10900000,2,True,2,1231324,Apartment,2026-06-17,"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,Village West,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Hot Offer Luxury Villa with Sea View Marassi,110000000,5,True,6,6607104,Villa,2026-06-17,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Marassi,Furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Resale 2 Bed Chalet Marina Marassi Lowest Price,15500000,2,True,2,1061141,Chalet,2026-06-17,"Marassi, Sidi Abdel Rahman, North Coast","Balcony, Covered Parking, Built in Wardrobes, Central A/C, Children's Pool, Lobby in Building, View of Landmark, Shared Gym, Shared Spa, Security",North Coast,Marassi,Unknown,"Balcony, Covered Parking, Built in Wardrobes, Central A/C, Children's Pool, Lobby in Building, View of Landmark, Shared Gym, Shared Spa, Security","['Balcony', 'Covered Parking', 'Built In Wardrobes', 'Central A/C', ""Children'S Pool"", 'Lobby In Building', 'View Of Landmark', 'Shared Gym', 'Shared Spa', 'Security']",1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
Own chalet fully finished with Ora silver sands,14000000,2,True,2,1902045,Chalet,2026-06-17,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Shared Pool",North Coast,Silver Sands,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Private Garden', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Not Fake Offer: Villa for Sale in City Gate,18000000,3,False,3,2552745,Twin House,2026-06-17,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study, View of Water",Cairo,City Gate,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
Resale Chalet Garden 190m- Exclusive Price at Azha,6900000,3,False,3,1311410,Chalet,2026-06-17,"Azha North, Ras Al Hekma, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Private Garden, Shared Pool, Study, View of Water, Security, Shared Spa",North Coast,Azha North,Unfurnished,"Balcony, Central A/C, Covered Parking, Private Garden, Shared Pool, Study, View of Water, Security, Shared Spa","['Balcony', 'Central A/C', 'Covered Parking', 'Private Garden', 'Shared Pool', 'Study', 'View Of Water', 'Security', 'Shared Spa']",1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0
ONE STORY VILLA | FULL SEA VIEW FOR SALE | RAMLA,96000000,4,True,4,3503767,Villa,2026-06-17,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Shared Spa, Walk-in Closet, View of Landmark",North Coast,Ramla,Unfurnished,"Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Shared Spa, Walk-in Closet, View of Landmark","['Kitchen Appliances', 'Maids Room', 'Private Garden', 'Shared Pool', 'Shared Spa', 'Walk-In Closet', 'View Of Landmark']",0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1
Boulevard Apartment | Best Value & Open View,20000000,3,True,3,2002153,Apartment,2026-06-14,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study",Cairo,Mivida,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
Resale Chalet Prime Location Under Market Price,11000000,4,True,3,3003229,Chalet,2026-06-17,"Amwaj, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Covered Parking, Central A/C, Kitchen Appliances, Children's Pool, View of Landmark, Walk-in Closet, Lobby in Building",North Coast,Amwaj,Furnished,"Balcony, Built in Wardrobes, Covered Parking, Central A/C, Kitchen Appliances, Children's Pool, View of Landmark, Walk-in Closet, Lobby in Building","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Central A/C', 'Kitchen Appliances', ""Children'S Pool"", 'View Of Landmark', 'Walk-In Closet', 'Lobby In Building']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
Resale chalet bahry Lowest price &view lagon,3900000,1,True,1,65700,Chalet,2026-06-17,"Hacienda West, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Hacienda West,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Ground Apartment For Sale Lowest Price RTM,8450000,2,True,2,1201292,Apartment,2026-06-17,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Cairo,El Patio Oro,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
Resale Quattro Villa Prime Location 80% Finishing,26800000,4,True,4,2873089,Villa,2026-06-16,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Cairo Festival City,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
SEA VIEW 3BR Chalet with only 5% Down payment !!,17300000,3,False,4,1451561,Chalet,2026-06-17,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Walk-in Closet, Shared Gym",Red Sea,Mesca,Partly furnished,"Balcony, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Walk-in Closet, Shared Gym","['Balcony', 'Covered Parking', 'Shared Pool', 'Study', 'View Of Water', 'Security', 'Shared Spa', 'Walk-In Closet', 'Shared Gym']",1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
FULLY FINISHED APARTMENT IN DISTRICT 5 FOR SALE,19000000,2,True,2,1541658,Apartment,2026-06-17,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,District 5,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Launch Price Finished 1stRow Villa Sea+Lagoon View,20000000,3,True,4,2002153,Villa,2026-06-17,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Unfurnished, Built in Wardrobes, Covered Parking, Kitchen Appliances, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water",Red Sea,Mesca,Unfurnished,"Built in Wardrobes, Covered Parking, Kitchen Appliances, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water","['Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Central A/C', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'View Of Water']",0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
resale fully furnished chalet under market price,21500000,3,True,3,1711841,Chalet,2026-06-17,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Marassi,Furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
"LAUNCH PRICE CHALET SEA AND LAGOON VIEW, ONLY 5%DP",15500000,3,True,4,1701830,Chalet,2026-06-17,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
LAGOON VIEW FULLY FINISHED CHALET | NEW LAUNCH !,13500000,2,True,3,1001076,Chalet,2026-06-17,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Private Garden, Private Pool, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool",North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Private Garden, Private Pool, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Private Garden', 'Private Pool', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Last Villa Prime Location With Installment 8Years.,35000000,4,True,4,2302476,Twin House,2026-06-17,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Ramla,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
FULLY FINISHED SEA VIEW CHALET FOR SALE WITH 5% DP,16200000,3,True,4,1872013,Chalet,2026-06-17,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Garden Apartment for Sale Saada Boutique finished,10261000,1,True,1,83893,Apartment,2026-06-16,"Saada Compound, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Saada Compound,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
First Row Large Villa Early Deliver 5BR over 8 yrs,40000000,4,True,5,3003229,Villa,2026-06-17,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Built in Wardrobes, Shared Pool",North Coast,Almaza Bay,Partly furnished,"Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Built in Wardrobes, Shared Pool","['Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Built In Wardrobes', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
LUXURY APARTMENT FOR SALE OVER 10 YEARS PRIME VIEW,13000000,2,True,2,1151238,Apartment,2026-06-16,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Giza,Mountain View iCity October,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
APARTMENT FOR SALE LAKE VIEW OVER 14 Y- NEW LAUNCH,8000000,3,True,3,1401507,Apartment,2026-06-16,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
Two-room chalet first row on the sea ready to move,11000000,2,True,2,1201292,Chalet,2026-06-16,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Chalet 2Beds for sale in Silver Sands Lagoon VIEW,14500000,2,True,3,981055,Chalet,2026-06-16,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study, Private Garden, Security, View of Water",North Coast,Silver Sands,Partly furnished,"Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study, Private Garden, Security, View of Water","['Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study', 'Private Garden', 'Security', 'View Of Water']",0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0
Best Price in City Gate Apartment Finished 10Years,17000000,3,True,3,1731862,Apartment,2026-06-16,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water, Security",Cairo,City Gate,Partly furnished,"Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, View of Water, Security","['Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Study', 'View Of Water', 'Security']",0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
Hot Price Bahary Chalet at Marassi Pool view 3beds,22000000,4,False,4,1701830,Chalet,2026-06-16,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, Security, Shared Spa, View of Landmark",North Coast,Marassi,Furnished,"Balcony, Covered Parking, Kitchen Appliances, Private Garden, Shared Pool, Study, Security, Shared Spa, View of Landmark","['Balcony', 'Covered Parking', 'Kitchen Appliances', 'Private Garden', 'Shared Pool', 'Study', 'Security', 'Shared Spa', 'View Of Landmark']",1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0
SEA VIEW 3BR Chalet with only 5% Down payment !!,18200000,3,True,4,1451561,Chalet,2026-06-15,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, View of Water, Security, Study",Red Sea,Mesca,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, View of Water, Security, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'View Of Water', 'Security', 'Study']",1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0
